"Município";"2007/Jan";"2007/Abr";"2007/Mai";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"Total"
"250470 Congo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"250480 Coremas";-;-;-;-;-;-;-;-;1;4;13;12;1;-;-;-;1;3;3;4;9;12;4;10;19;12;14;15;10;13;15;17;3;23;25;33;21;12;20;14;15;16;17;23;20;20;16;13;13;4;4;2;7;6;4;9;9;10;9;10;11;4;6;8;5;6;3;8;4;2;10;6;12;10;-;1;-;-;-;-;1;3;5;3;2;5;3;3;1;-;1;2;1;2;4;-;4;2;1;3;-;3;-;-;2;-;5;4;4;3;2;2;2;3;1;12;6;4;-;6;2;4;4;1;1;1;4;4;3;7;3;-;-;-;-;1;-;1;4;7;5;6;2;2;2;4;2;5;5;2;-;5;4;9;5;10;5;-;1;892
"250490 Cruz do Espírito Santo";-;-;-;-;-;-;-;-;2;5;6;-;2;4;3;1;1;3;2;3;4;4;6;1;-;3;1;3;4;1;2;8;9;6;5;2;2;5;2;1;5;4;6;8;1;1;3;7;4;1;-;-;1;4;-;-;2;-;2;1;-;-;1;-;-;-;2;-;-;-;-;-;1;-;2;-;-;-;-;-;-;3;-;-;2;2;-;1;-;1;1;-;-;-;1;2;-;1;-;2;2;1;2;-;-;1;1;-;-;1;-;-;1;3;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;191
"250500 Cubati";-;-;-;-;-;-;-;-;-;14;11;24;23;5;2;6;6;6;8;6;10;15;4;8;-;6;4;4;2;5;3;7;13;3;12;8;7;5;1;2;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;10;12;6;9;8;16;8;3;5;9;5;9;9;7;25;14;10;8;7;5;8;12;10;-;3;1;1;-;-;-;-;-;-;1;-;-;1;10;3;1;2;3;3;-;6;9;9;7;9;13;6;5;3;6;6;-;5;-;11;2;6;3;8;10;-;2;1;-;4;1;-;6;3;3;1;1;5;6;10;5;7;1;5;-;5;1;3;2;1;8;5;-;1;-;-;-;1;1;-;-;692
"250510 Cuité";-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;2;1;5;1;3;1;2;1;-;-;2;6;2;4;4;4;5;15;14;6;14;7;7;9;-;4;4;6;5;7;11;5;6;4;8;6;4;8;8;6;4;10;7;11;4;4;8;4;5;2;3;2;-;2;10;10;31;11;8;3;4;4;3;-;1;-;2;3;6;-;2;3;-;1;-;-;-;1;2;1;-;-;-;3;-;-;-;1;-;-;3;-;3;2;3;-;-;-;-;-;1;-;8;8;3;6;4;1;3;2;-;-;1;-;2;-;-;1;1;2;-;-;-;-;-;1;-;3;2;-;1;-;1;-;-;-;-;-;-;-;-;-;449
"250523 Cuité de Mamanguape";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;2;-;-;-;-;1;-;1;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"250520 Cuitegi";-;-;-;-;-;-;-;-;-;1;-;-;2;3;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;2;1;1;1;-;1;-;-;1;1;1;-;-;-;1;-;-;1;1;-;-;-;-;-;3;-;2;1;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;1;-;1;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;47
"250527 Curral de Cima";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;2;1;1;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;17
"250530 Curral Velho";-;-;-;-;-;-;-;-;1;1;2;2;8;-;-;-;1;1;-;-;-;-;-;3;-;-;-;-;-;3;6;-;-;2;2;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46
"250535 Damião";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;3;2;1;2;2;2;2;4;-;1;1;2;5;5;-;-;2;2;2;1;2;3;1;2;1;-;-;5;4;2;3;3;1;1;2;1;1;2;-;11;4;3;-;10;7;4;2;2;-;1;-;-;-;1;9;19;-;2;4;1;-;3;-;-;-;-;1;4;2;-;1;-;-;-;-;1;1;-;-;-;-;1;-;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;173
"250540 Desterro";-;-;-;-;-;-;-;-;9;16;22;37;33;30;14;23;25;25;30;41;17;21;22;18;22;25;14;21;9;3;3;1;1;2;3;-;1;1;4;-;1;4;2;3;1;1;3;1;-;1;-;-;2;-;-;-;-;1;3;1;1;1;-;1;-;-;-;-;-;-;4;3;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;2;1;1;-;-;-;1;1;1;-;1;-;-;-;2;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;547
"250560 Diamante";-;-;-;-;-;-;-;-;-;-;6;18;3;1;14;3;1;2;1;-;2;2;1;4;5;4;3;-;-;1;3;2;3;5;4;2;1;1;1;-;1;2;1;1;-;1;1;1;1;3;1;-;1;-;1;2;1;-;2;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;2;-;-;1;-;-;-;1;-;2;-;-;2;1;1;1;-;-;-;-;-;-;-;-;-;1;2;1;-;-;2;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;142
"250570 Dona Inês";-;-;-;-;-;-;-;-;-;-;1;-;1;2;2;-;-;2;4;2;1;3;6;9;7;6;5;2;6;2;2;5;1;4;2;5;3;5;6;3;9;9;4;11;1;3;11;20;3;1;2;2;-;2;4;4;4;2;2;2;3;3;-;10;1;1;2;-;3;5;1;-;1;7;6;3;2;1;-;2;-;5;4;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;262
"250580 Duas Estradas";-;-;-;-;-;-;-;-;-;2;1;1;2;-;1;-;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;1;1;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"250590 Emas";-;-;-;-;-;-;-;-;-;1;1;-;2;1;-;-;1;1;-;-;-;-;-;1;2;-;-;1;1;-;-;1;4;-;-;2;1;4;-;-;1;-;2;-;-;1;-;2;-;-;-;1;1;1;-;-;-;1;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
"250600 Esperança";-;-;-;-;-;-;-;-;-;1;-;1;3;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;2;1;-;-;-;1;-;1;-;-;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;1;1;-;-;-;1;-;1;1;1;-;2;-;1;-;-;-;-;-;-;-;1;1;1;3;1;-;-;-;2;-;-;2;-;2;-;-;-;2;1;1;3;2;3;3;1;-;1;1;-;-;-;2;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;70
"250610 Fagundes";-;-;-;-;-;-;-;-;-;-;2;1;-;3;4;2;-;-;-;-;2;-;-;1;4;-;-;-;-;1;-;-;1;-;-;1;-;-;-;1;-;1;-;1;1;1;-;-;2;-;1;-;-;-;1;-;-;1;-;-;-;-;1;1;2;-;-;1;-;-;1;-;1;2;3;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;2;-;1;-;-;1;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;1;-;1;-;1;-;-;-;1;-;1;-;2;1;-;1;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;68
"250620 Frei Martinho";-;-;-;-;-;-;-;-;2;1;2;-;2;2;2;2;2;5;-;2;5;3;1;-;2;-;2;1;2;-;4;2;-;1;1;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50
"250625 Gado Bravo";-;-;-;-;-;-;-;-;-;-;-;-;4;4;1;1;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;1;-;1;-;-;-;2;2;1;2;2;1;1;-;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;45
"250630 Guarabira";-;-;-;-;-;-;-;-;1;4;6;3;1;5;3;2;-;3;2;-;2;5;1;3;3;2;1;4;2;2;1;4;3;5;1;4;4;4;5;3;2;3;4;2;3;4;3;3;3;3;4;-;-;-;2;2;3;1;4;3;2;3;4;9;1;2;4;3;7;8;6;16;4;3;1;2;-;-;2;-;-;4;2;1;2;4;2;5;7;3;7;1;8;4;3;4;4;2;3;6;6;5;5;3;3;2;-;2;-;-;1;1;2;2;5;3;-;1;5;5;1;2;1;-;2;1;1;-;1;1;1;3;3;2;2;1;-;2;-;-;1;-;-;3;-;-;-;1;1;-;-;-;-;3;1;-;-;-;-;372
"250640 Gurinhém";-;-;-;-;-;-;-;-;-;1;-;-;4;2;-;1;-;-;-;-;-;-;-;2;-;-;3;-;-;-;-;-;1;5;2;2;-;-;-;1;1;1;-;-;-;-;1;1;1;-;-;-;-;-;2;-;1;-;-;1;-;-;2;-;1;2;-;-;1;-;-;-;1;-;-;1;-;-;-;1;-;1;1;1;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;1;2;-;-;-;2;2;1;-;1;-;-;3;1;-;1;1;-;-;-;3;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71
"250650 Gurjão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"250660 Ibiara";-;-;-;-;-;-;-;-;-;1;3;3;1;-;1;1;-;-;-;-;1;1;3;1;1;1;1;-;-;-;-;-;1;2;1;-;2;3;1;1;1;-;-;1;-;-;2;1;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2;1;2;3;1;-;1;1;3;-;3;3;3;3;1;3;1;2;1;-;3;2;-;1;3;-;1;-;1;-;-;1;-;3;-;-;3;3;2;1;-;-;1;-;1;1;1;-;1;2;3;-;2;-;-;-;-;3;-;-;-;1;1;1;-;-;-;-;-;2;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;120
"250260 Igaracy";-;-;-;-;-;-;-;-;1;1;2;1;-;1;-;-;-;-;-;-;1;1;2;1;1;-;-;-;-;1;-;1;-;-;-;2;1;-;-;-;2;1;-;2;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;2;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37
"250670 Imaculada";-;-;-;-;-;-;-;1;-;1;1;2;1;1;2;-;1;-;1;1;1;-;2;1;1;-;-;-;-;1;3;3;1;2;2;2;-;2;-;3;1;6;-;1;-;2;1;2;-;-;-;-;1;2;1;1;1;-;-;-;1;1;-;1;-;-;-;1;-;1;2;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74
"250680 Ingá";-;-;-;-;-;-;-;-;-;2;1;1;2;4;1;2;1;2;-;-;-;3;1;2;4;-;1;-;-;-;2;3;1;3;2;-;2;-;2;-;1;-;2;1;5;3;1;1;1;1;1;2;-;-;3;1;-;1;2;-;1;-;2;-;-;-;1;1;2;-;-;1;1;3;-;2;1;2;2;1;3;2;1;3;1;1;-;1;-;-;1;1;-;-;1;-;1;-;-;3;1;-;-;-;1;1;3;1;-;1;1;-;-;2;1;-;1;-;-;1;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;128
"250690 Itabaiana";-;-;-;-;-;-;-;-;-;1;1;-;1;2;-;-;-;1;1;1;2;4;1;2;-;4;3;-;3;-;1;2;-;1;1;1;1;2;2;1;1;3;-;-;1;1;1;-;1;2;-;-;-;-;1;2;3;2;-;-;-;-;1;-;1;-;-;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;2;-;2;2;-;-;1;2;1;-;-;-;-;-;-;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;-;-;-;1;-;-;1;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93
"250700 Itaporanga";-;-;-;-;-;-;-;-;13;19;39;61;43;12;8;12;12;15;16;8;16;8;24;44;28;15;10;4;7;16;35;14;7;7;11;7;3;11;3;6;5;11;2;1;7;7;9;15;1;3;8;8;3;1;4;6;1;4;1;7;6;-;2;-;-;-;1;1;-;-;-;2;2;2;1;-;1;-;-;-;1;5;4;3;2;3;1;3;6;-;-;-;1;7;1;-;1;2;1;1;2;3;3;1;1;2;3;1;4;3;-;1;3;-;4;3;5;6;12;10;-;5;1;2;-;-;3;1;1;4;1;2;-;-;3;-;3;1;5;3;1;1;-;3;1;4;-;-;-;2;-;2;-;-;-;-;-;-;-;814
"250710 Itapororoca";-;-;-;-;-;-;-;-;-;2;2;-;-;2;-;-;-;-;-;1;3;-;-;1;3;4;1;1;-;2;1;1;2;3;2;2;2;2;1;-;-;1;1;-;-;-;1;1;5;2;-;-;1;2;2;1;3;-;1;1;-;-;1;-;2;-;2;2;1;1;-;-;4;1;-;-;-;1;-;-;-;1;-;1;-;-;1;-;1;-;-;1;1;4;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90
"250720 Itatuba";-;-;-;-;-;-;-;-;1;1;1;2;-;1;2;-;-;1;-;-;-;-;-;1;4;-;-;1;-;1;-;-;-;-;-;-;1;1;-;-;-;1;1;-;1;1;3;2;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;2;3;-;-;1;-;-;-;-;1;-;1;2;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;1;-;2;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;56
"250730 Jacaraú";-;-;-;-;-;-;-;-;-;-;3;1;3;3;1;1;-;-;-;-;2;1;1;2;1;-;-;1;1;1;-;1;1;2;-;2;-;4;-;-;2;-;-;1;-;1;-;1;2;-;2;-;1;1;1;-;-;1;1;-;-;-;-;1;3;1;-;-;-;-;1;-;-;1;2;3;1;1;1;-;1;2;2;1;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;-;-;77
"250740 Jericó";-;-;-;-;-;-;-;-;-;3;23;26;7;14;13;15;12;15;21;18;17;15;12;22;11;6;15;8;8;10;13;15;20;17;15;14;14;10;13;13;14;13;14;18;15;28;21;11;8;5;7;10;10;3;4;6;3;4;5;-;2;2;5;2;1;2;1;-;-;11;7;11;1;2;4;9;11;6;7;5;10;8;6;12;10;14;10;9;-;2;22;20;8;13;-;1;4;3;1;2;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;890
"250750 João Pessoa";-;-;-;-;-;-;-;1;9;204;248;208;238;197;185;174;197;175;145;87;91;124;149;227;182;124;132;182;183;174;205;157;183;257;217;134;91;92;126;160;183;129;123;91;74;129;161;166;92;98;92;111;103;100;102;138;132;112;96;122;73;86;98;130;105;83;104;70;68;74;46;21;22;79;74;78;52;44;52;46;44;59;34;55;36;32;28;35;34;36;44;42;31;34;33;38;32;31;33;49;54;60;44;44;37;69;75;114;82;69;55;45;48;65;68;37;36;35;30;45;9;10;8;10;21;18;12;11;11;14;20;25;11;19;9;6;12;13;8;8;13;21;11;19;15;12;8;11;5;17;14;6;4;6;11;5;6;2;-;11330
"251365 Joca Claudino";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;3;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;2;1;-;-;-;2;1;-;2;-;2;-;1;1;2;1;-;1;1;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;2;-;-;1;2;-;-;-;1;1;-;-;1;-;1;-;-;-;1;1;2;-;-;2;3;1;1;1;-;1;-;-;-;2;-;-;-;60
"250760 Juarez Távora";-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;1;-;-;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;2;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;1;-;-;1;1;-;-;-;-;1;-;-;1;-;1;1;-;1;-;1;1;1;1;-;-;-;-;-;-;-;2;1;-;-;1;-;-;2;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44
"250770 Juazeirinho";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;3;-;-;1;2;1;8;11;9;4;2;1;-;-;-;-;-;-;-;-;-;-;1;1;1;2;-;-;1;-;-;1;-;1;-;1;-;-;-;2;-;-;1;-;-;1;-;-;-;2;-;-;-;1;1;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;1;-;79
"250780 Junco do Seridó";-;-;-;-;-;-;-;-;-;1;-;-;4;3;1;2;-;-;2;1;1;1;-;5;4;2;2;-;-;-;-;-;-;3;-;-;1;-;-;1;2;-;-;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;1;-;-;-;2;1;-;-;-;-;-;1;-;-;-;-;1;2;-;-;3;2;-;-;2;2;1;-;-;-;1;-;-;1;1;-;-;-;-;-;-;1;-;-;2;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;78
"250790 Juripiranga";-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;1;1;-;1;-;1;4;1;1;1;-;-;1;2;4;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;1;1;-;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47
