,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Total,MUNCOD
1769,3,0,1,2,0,2,0,1,2,4,2,17,290100
1770,1,0,1,0,2,0,1,1,0,1,1,8,290110
1771,0,0,0,3,1,0,0,0,1,0,0,5,290115
1772,0,0,0,2,0,1,0,0,0,1,3,7,290120
1773,0,0,1,1,0,0,0,2,1,2,2,9,290130
1774,1,0,1,1,2,0,0,1,4,0,2,12,290135
1775,1,0,0,0,0,0,0,0,1,1,1,4,290140
1776,0,0,0,1,0,0,1,0,1,0,0,3,290150
1777,0,0,0,0,0,0,0,0,1,0,1,2,290160
1778,0,1,0,0,0,0,0,1,1,0,0,3,290170
1779,0,0,0,1,0,2,0,0,0,0,0,3,290180
1780,0,1,1,0,4,1,1,1,0,1,3,13,290190
1781,1,0,1,0,0,0,0,1,1,0,1,5,290195
1782,0,0,0,0,1,0,0,0,1,0,1,3,290205
1783,2,1,0,1,0,2,4,1,0,4,0,15,290200
1784,1,0,1,1,0,0,0,1,1,1,2,8,290210
1785,1,0,0,0,0,1,0,0,0,0,1,3,290220
1786,0,1,1,0,0,1,1,0,0,0,0,4,290225
1787,0,1,0,0,0,0,0,0,0,0,0,1,290230
1788,1,0,0,0,0,0,1,0,1,0,1,4,290240
1789,0,0,0,0,0,0,1,1,0,1,0,3,290260
1790,0,0,1,0,0,0,1,1,2,0,0,5,290265
1791,1,0,0,5,5,4,1,5,3,1,0,25,290270
1792,0,1,1,2,0,1,0,0,2,2,1,10,290280
1793,1,4,1,3,1,3,1,0,1,1,2,18,290290
1794,0,2,0,0,1,3,1,1,1,0,2,11,290300
1795,1,0,0,0,0,1,0,3,0,0,0,5,290310
1796,0,1,1,1,2,3,0,0,1,6,1,16,290320
1797,0,0,0,1,2,3,0,1,1,3,2,13,290323
1798,1,0,0,0,0,2,0,1,0,1,1,6,290330
1799,0,0,0,0,1,0,0,1,1,2,0,5,290327
1800,1,0,1,0,1,0,1,0,0,0,1,5,290340
1801,0,1,0,1,0,0,0,1,1,0,0,4,290350
1802,0,0,0,0,0,0,1,0,1,2,1,5,290360
1803,1,1,0,1,0,0,1,0,0,1,0,5,290370
1804,1,2,3,0,1,1,1,2,0,2,2,15,290380
1805,1,1,0,1,0,1,0,0,4,5,0,13,290390
1806,0,0,0,1,1,0,0,0,1,0,0,3,290395
1807,1,1,0,0,1,1,0,0,0,0,0,4,290400
1808,0,1,0,0,1,0,0,1,1,0,2,6,290405
1809,0,0,0,0,0,1,1,0,0,1,3,6,290410
1810,0,0,1,0,0,0,1,1,0,1,2,6,290420
1811,1,1,0,0,0,0,0,1,0,1,1,5,290430
1812,0,0,0,0,0,0,0,0,1,1,0,2,290440
1813,0,1,1,1,0,0,0,4,1,2,1,11,290450
1814,1,5,4,4,5,8,4,1,2,1,5,40,290460
1815,0,2,1,1,0,1,1,0,0,0,0,6,290470
1816,2,0,1,0,2,1,0,0,1,3,4,14,290475
1817,0,0,0,0,0,0,0,0,1,0,0,1,290480
1818,0,0,2,0,0,0,0,2,0,0,1,5,290485
1819,2,1,0,0,2,0,0,0,1,2,0,8,290490
1820,0,0,0,0,0,3,2,3,2,0,1,11,290500
1821,0,0,0,0,1,0,0,0,2,1,0,4,290510
1822,1,0,1,0,0,1,0,1,0,0,2,6,290515
1823,1,5,3,2,4,4,2,4,7,3,2,37,290520
1824,0,1,1,1,2,1,1,1,2,1,1,12,290530
1825,0,0,1,1,0,0,1,1,2,1,0,7,290540
1826,2,0,1,0,0,0,1,0,1,0,0,5,290550
1827,3,1,3,2,1,1,0,2,0,1,1,15,290560
1828,3,3,6,3,5,7,8,13,7,7,7,69,290570
1829,0,0,1,1,1,0,0,1,0,1,2,7,290580
1830,0,0,3,2,1,0,0,1,1,4,1,13,290590
1831,3,1,1,1,1,4,1,5,2,2,4,25,290600
1832,0,0,1,0,1,1,0,0,0,2,1,6,290610
1833,0,1,2,1,4,2,1,1,2,1,4,19,290620
1834,1,0,0,2,1,0,1,0,2,1,4,12,290630
1835,1,0,0,0,0,0,0,0,0,1,0,2,290640
1836,0,1,1,1,0,0,1,3,5,3,0,15,290650
1837,0,3,0,4,0,2,2,1,1,1,0,14,290660
1838,1,0,0,0,0,2,0,1,0,2,1,7,290670
1839,0,0,1,0,4,2,2,0,2,0,4,15,290680
1840,1,0,0,0,0,1,1,2,0,1,1,7,290682
1841,1,0,1,0,1,0,1,0,0,0,0,4,290685
1842,2,0,0,0,1,1,3,1,0,3,0,11,290687
1843,0,0,1,0,1,0,1,1,0,0,0,4,290689
1844,0,1,0,0,0,0,2,0,0,1,0,4,290690
1845,1,1,0,0,1,0,0,0,0,0,0,3,290700
1846,0,0,1,0,1,0,0,2,1,4,3,12,290710
1847,3,1,4,3,2,3,3,4,3,3,3,32,290720
1848,4,3,2,0,0,0,2,0,1,2,0,14,290730
1849,4,2,1,2,0,2,3,3,1,3,2,23,290750
1850,0,0,0,0,0,0,0,1,0,1,0,2,290755
1851,0,0,0,2,3,2,1,1,3,2,0,14,290760
1852,0,0,0,1,0,0,0,2,0,0,0,3,290770
1853,4,0,3,3,3,4,1,6,2,0,2,28,290780
1854,0,1,0,0,0,1,0,0,0,1,1,4,290790
1855,1,2,1,1,0,0,0,1,0,2,1,9,290800
1856,1,0,0,0,0,0,0,0,0,0,2,3,290810
1857,1,0,1,0,0,2,1,0,0,0,0,5,290820
1858,0,3,0,0,0,1,0,1,1,1,0,7,290830
1859,2,1,1,1,2,0,1,1,0,2,2,13,290840
1860,1,0,0,0,1,1,0,1,2,1,2,9,290850
1861,2,0,1,0,1,2,0,0,1,1,1,9,290860
1862,1,0,2,1,0,1,1,0,1,0,2,9,290870
1863,1,0,0,1,0,1,0,1,0,0,0,4,290880
1864,0,0,1,3,4,1,0,2,2,0,2,15,290890
1865,0,1,1,1,0,0,0,0,1,0,0,4,290900
1866,1,0,0,1,0,1,0,0,2,4,0,9,290910
1867,0,1,3,3,2,1,0,0,0,0,1,11,290920
1868,0,1,1,2,1,1,1,1,1,2,2,13,290930
1869,0,0,1,1,0,0,0,0,1,2,1,6,290940
1870,0,1,1,0,0,0,1,0,0,1,0,4,290950
1871,1,2,2,0,0,0,1,0,0,1,1,8,290960
1872,0,0,0,0,2,0,0,0,0,0,0,2,290970
1873,1,5,3,1,1,0,0,1,2,5,5,24,290980
1874,1,2,0,3,3,3,2,1,2,3,3,23,290990
1875,0,1,1,1,1,0,1,0,0,0,0,5,291000
1876,1,0,1,1,2,0,1,1,1,5,2,15,291005
1877,0,0,0,0,0,1,4,3,1,1,1,11,291010
1878,0,0,0,1,0,2,0,1,0,0,0,4,291020
1879,0,0,0,0,0,1,0,0,0,0,0,1,291030
1880,0,2,2,1,2,0,1,3,0,1,1,13,291040
1881,0,1,3,0,1,1,1,1,1,1,0,10,291050
1882,2,0,0,0,2,1,1,0,0,1,1,8,290050
1883,3,0,1,3,3,0,0,2,3,1,0,16,291060
1884,3,0,2,0,0,1,0,4,5,5,1,21,291070
1885,2,2,3,3,1,2,3,6,1,6,4,33,291072
1886,1,0,0,0,0,0,2,1,0,1,2,7,291075
1887,10,21,11,10,7,5,8,5,13,10,8,108,291080
1888,0,0,0,0,1,0,0,0,0,2,1,4,291085
1889,0,0,0,0,1,1,0,0,0,0,0,2,291090
1890,0,0,1,0,0,0,0,0,0,1,0,2,291100
1891,0,0,0,0,0,0,0,0,0,2,0,2,291110
1892,3,0,1,2,1,1,0,1,0,0,2,11,291120
1893,1,2,1,0,1,0,2,1,0,0,2,10,291130
1894,0,0,0,1,0,0,0,0,0,0,2,3,291140
1895,0,0,0,2,0,0,0,0,0,0,0,2,291150
1896,0,0,0,1,1,2,0,4,0,2,0,10,291160
1897,0,0,0,1,0,1,0,0,1,0,0,3,291165
1898,4,8,3,8,4,9,4,9,5,8,9,71,291170
1899,0,1,0,0,2,1,2,1,1,1,1,10,291180
1900,1,0,1,0,0,0,1,0,1,0,1,5,291185
1901,1,0,0,0,1,0,0,0,1,2,0,5,291190
1902,0,0,0,1,1,2,0,0,1,0,1,6,291200
1903,0,1,3,2,1,0,1,0,2,0,0,10,291210
1904,0,0,0,3,1,2,3,1,0,2,0,12,291220
1905,1,1,1,1,0,1,0,0,0,0,1,6,291230
1906,2,1,1,0,1,2,1,2,1,0,1,12,291240
1907,1,1,0,1,1,0,0,0,0,2,1,7,291250
1908,0,0,2,1,0,0,0,0,0,1,0,4,291270
1909,0,1,0,0,0,0,0,0,0,0,0,1,291280
1910,0,0,0,0,0,0,1,0,1,1,2,5,291290
1911,2,1,2,0,0,3,1,0,2,2,0,13,291300
1912,0,4,1,0,0,4,2,1,0,3,1,16,291310
1913,2,0,1,0,0,0,0,0,0,0,3,6,291320
1914,0,1,0,0,0,0,0,0,1,0,1,3,291330
1915,1,0,1,0,1,0,1,0,0,0,0,4,291340
1916,0,0,0,0,0,0,0,0,1,0,1,2,291345
1917,1,0,0,1,1,1,0,1,1,2,1,9,291350
1918,8,6,6,5,8,7,7,2,4,5,7,65,291360
1919,2,0,3,1,3,3,2,3,5,0,2,24,291370
1920,1,2,3,2,2,1,2,1,0,0,0,14,291390
1921,2,3,2,1,0,1,0,1,0,4,4,18,291400
1922,0,0,1,3,3,1,2,2,1,1,0,14,291410
1923,1,0,0,1,0,0,0,1,0,0,0,3,291420
1924,1,2,0,2,0,1,1,1,0,0,0,8,291430
1925,1,0,0,0,0,1,6,1,0,1,1,11,291440
1926,2,1,1,1,1,1,1,0,2,0,0,10,291450
1927,4,3,1,3,6,7,7,4,4,4,4,47,291460
1928,1,1,0,0,2,1,1,0,2,0,1,9,291465
1929,0,4,4,4,1,3,2,1,1,4,4,28,291470
1930,9,6,7,8,7,8,5,5,5,14,4,78,291480
1931,0,0,0,3,0,0,0,2,0,0,3,8,291490
1932,2,0,1,0,0,0,0,0,1,2,1,7,291500
1933,0,1,0,1,0,1,0,2,0,1,0,6,291510
1934,0,1,0,0,0,0,0,0,0,1,0,2,291520
1935,0,0,0,0,1,0,0,0,0,1,0,2,291530
1936,2,0,0,0,0,1,0,3,3,2,0,11,291535
1937,0,0,2,0,0,0,0,0,0,0,0,2,291540
1938,0,1,0,2,0,1,1,0,2,1,0,8,291550
1939,4,1,4,1,2,4,6,5,1,2,0,30,291560
1940,0,1,0,1,0,0,0,0,0,0,1,3,291570
1941,0,1,1,1,1,1,1,1,1,2,0,10,291580
1942,0,0,0,1,0,0,0,0,0,0,0,1,291590
1943,2,0,2,1,0,1,2,1,0,1,1,11,291600
1944,2,0,1,0,3,0,1,0,0,1,1,9,291610
1945,2,0,1,1,1,2,0,0,0,1,0,8,291620
1946,0,0,0,0,0,0,0,0,0,1,0,1,291630
1947,3,4,3,1,2,3,6,3,4,2,4,35,291640
1948,2,2,1,0,2,1,1,0,2,1,2,14,291650
1949,0,0,0,0,0,0,1,0,0,0,0,1,291660
1950,1,0,0,0,1,0,0,0,0,1,0,3,291670
1951,1,0,0,1,0,0,0,0,1,1,0,4,291680
1952,0,0,0,1,0,0,0,1,0,1,0,3,291685
1953,1,1,1,0,0,0,1,0,0,1,0,5,291690
1954,4,1,0,1,3,2,2,4,1,1,3,22,291700
1955,0,1,1,1,1,1,0,0,0,0,2,7,291710
1956,0,0,1,0,4,2,1,0,0,0,1,9,291720
1957,0,0,1,0,0,0,0,0,1,0,3,5,291730
1958,0,0,0,1,0,0,0,1,0,0,0,2,291733
1959,0,0,1,0,0,0,0,0,0,0,1,2,291735
1960,0,0,0,1,2,2,0,1,0,0,0,6,291740
1961,1,2,0,2,1,0,4,3,4,6,2,25,291750
1962,6,3,4,3,3,4,1,1,3,3,1,32,291760
1963,0,0,3,2,1,1,2,4,2,2,0,17,291770
1964,0,1,1,0,1,2,2,2,2,1,0,12,291780
1965,0,0,1,0,0,0,0,0,0,0,0,1,291790
1966,3,8,3,8,11,3,5,12,4,8,5,70,291800
1967,1,1,2,1,2,1,1,1,1,3,3,17,291810
1968,1,0,0,1,0,0,2,1,1,1,1,8,291820
1969,0,1,0,0,0,1,2,1,0,1,0,6,291830
1970,0,1,1,1,0,1,0,0,0,0,0,4,291835
1971,6,12,1,6,4,7,7,4,19,13,10,89,291840
1972,0,0,0,0,0,1,0,0,0,0,0,1,291845
1973,1,2,0,0,5,2,1,0,0,0,1,12,291850
1974,0,1,0,0,1,1,0,0,0,0,0,3,291855
1975,0,1,0,0,1,0,0,0,0,0,1,3,291860
1976,0,0,0,0,0,1,0,0,0,1,1,3,291870
1977,0,1,0,0,0,0,0,0,0,0,0,1,291875
1978,0,0,1,0,1,0,0,1,0,1,1,5,291880
1979,0,1,0,2,0,0,0,0,0,0,0,3,291890
1980,1,0,0,0,0,2,0,0,0,1,2,6,291900
1981,1,0,0,1,2,0,0,0,1,1,0,6,291905
1982,0,0,0,0,0,1,0,0,0,0,0,1,291910
1983,0,2,3,0,3,3,2,0,3,2,1,19,291915
1984,2,0,8,4,5,4,5,7,6,5,2,48,291920
1985,0,1,0,1,0,3,1,0,0,2,1,9,291930
1986,0,0,0,0,0,1,0,0,0,0,2,3,291940
1987,2,2,4,3,0,4,6,4,2,2,2,31,291950
1988,0,0,0,1,2,0,0,0,2,0,4,9,291955
1989,0,1,1,0,0,0,0,0,0,0,0,2,291960
1990,0,0,0,0,1,0,2,0,2,0,0,5,291970
1991,2,3,4,3,6,1,0,0,2,3,2,26,291980
1992,0,0,0,1,0,1,2,0,0,0,0,4,291990
1993,1,0,1,1,0,1,0,0,0,0,1,5,291992
1994,1,2,0,0,0,0,0,0,0,0,0,3,291995
1995,1,0,1,0,1,0,0,0,0,0,0,3,292000
1996,2,1,0,0,1,1,0,3,0,2,1,11,292010
1997,0,0,2,0,2,0,0,0,0,0,1,5,292020
1998,0,0,0,1,0,1,0,0,0,0,1,3,292030
1999,3,2,1,0,0,0,0,0,2,1,0,9,292040
2000,0,0,0,0,0,0,0,1,1,0,2,4,292045
2001,1,2,4,3,0,2,1,2,3,1,0,19,292050
2002,3,0,2,1,0,0,0,1,4,4,2,17,292060
2003,0,0,1,1,0,0,0,1,0,0,2,5,292070
2004,1,0,0,0,1,0,0,1,0,0,0,3,292080
2005,0,1,0,0,2,1,0,0,1,0,1,6,292090
2006,1,1,1,1,1,1,0,2,1,1,0,10,292100
2007,3,1,1,2,1,0,1,2,0,0,2,13,292105
2008,0,0,0,0,0,1,1,0,0,1,0,3,292110
2009,1,0,0,0,0,3,1,3,4,3,1,16,292120
2010,0,0,0,0,0,0,0,1,0,2,0,3,292130
2011,0,0,0,0,0,0,1,1,3,1,2,8,292140
2012,0,1,0,0,1,0,0,0,0,0,0,2,292145
2013,2,0,1,0,6,0,1,3,3,1,3,20,292150
2014,0,1,0,1,0,0,0,0,0,0,0,2,292160
2015,0,0,0,1,3,1,4,2,1,0,2,14,292170
2016,0,0,2,4,1,3,2,0,0,0,1,13,292180
2017,2,0,0,0,0,1,0,1,1,0,0,5,292190
2018,0,1,1,1,1,0,1,1,0,2,2,10,292200
2019,0,0,1,1,1,1,4,0,0,0,1,9,292205
2020,0,0,0,1,1,0,1,1,1,0,1,6,292210
2021,0,0,0,0,0,1,0,0,0,0,1,2,292220
2022,0,1,0,0,0,1,0,0,0,1,0,3,292225
2023,0,0,3,0,0,1,0,2,1,2,2,11,292230
2024,1,0,1,2,1,0,1,3,0,4,0,13,292240
2025,3,0,1,0,1,2,0,1,1,0,1,10,292250
2026,2,0,1,0,1,0,0,0,1,1,0,6,292260
2027,0,0,0,0,0,1,0,1,0,0,0,2,292265
2028,1,2,0,0,0,0,0,0,0,0,0,3,292270
2029,0,1,1,0,0,1,1,0,0,0,0,4,292275
2030,1,0,0,0,0,0,0,1,0,1,0,3,292280
2031,1,0,0,0,0,1,0,0,0,0,2,4,292285
2032,2,0,1,3,3,0,1,1,1,0,2,14,292290
2033,1,1,0,0,2,0,0,1,2,0,1,8,292300
2034,0,0,0,0,1,0,1,0,1,2,1,6,292303
2035,1,0,0,0,0,0,0,0,0,1,0,2,292305
2036,0,3,1,1,2,1,1,2,1,0,1,13,292310
2037,1,0,0,2,0,1,0,1,0,2,4,11,292320
2038,0,0,0,1,1,0,0,0,1,1,0,4,292330
2039,1,1,0,0,0,0,0,0,0,0,0,2,292335
2040,1,0,4,5,2,1,2,4,1,5,1,26,292340
2041,0,0,0,0,0,0,1,1,0,0,0,2,292350
2042,0,0,0,0,2,0,0,0,0,1,1,4,292360
2043,1,0,1,0,0,0,0,1,0,1,4,8,292370
2044,4,2,2,4,3,1,1,0,0,0,0,17,292380
2045,0,1,0,0,0,0,0,0,0,1,0,2,292390
2046,3,7,1,5,5,7,5,1,4,4,9,51,292400
2047,0,0,0,0,0,0,0,0,0,1,2,3,292405
2048,0,1,0,0,1,0,1,2,0,0,1,6,292410
2049,0,1,0,0,0,2,0,0,0,1,0,4,292420
2050,1,1,0,0,4,0,1,2,1,2,0,12,292430
2051,0,0,0,0,0,1,0,1,2,1,4,9,292440
2052,1,0,0,3,1,2,0,2,1,1,1,12,292450
2053,0,0,0,0,0,1,1,1,0,1,0,4,292460
2054,0,0,0,0,0,0,0,0,0,0,1,1,292465
2055,3,0,0,2,0,0,0,0,0,0,0,5,292467
2056,0,0,0,1,1,0,0,1,0,0,0,3,292470
2057,0,0,0,0,0,0,2,1,1,0,0,4,292480
2058,0,0,1,0,0,0,0,0,0,1,0,2,292490
2059,2,1,1,1,6,1,3,0,0,1,0,16,292500
2060,0,1,4,0,3,0,2,0,5,2,2,19,292510
2061,2,3,1,1,1,1,2,1,1,1,1,15,292520
2062,0,0,1,0,0,0,1,1,0,1,2,6,292525
2063,4,7,1,2,3,8,3,5,7,4,8,52,292530
2064,0,0,0,2,0,0,0,0,0,0,1,3,292540
2065,1,1,1,0,0,0,0,0,0,1,1,5,292550
2066,2,3,0,0,1,0,2,2,0,1,1,12,292560
2067,0,1,0,0,0,2,1,0,0,1,2,7,292570
2068,1,2,1,2,1,1,2,0,2,1,2,15,292575
2069,0,1,0,0,0,2,1,0,2,0,0,6,292580
2070,1,0,0,1,0,0,1,0,2,1,1,7,292590
2071,1,0,0,0,0,1,0,0,0,2,0,4,292593
2072,0,2,1,1,0,0,1,0,0,0,0,5,292595
2073,4,2,1,4,4,1,3,1,3,7,1,31,292600
2074,0,0,0,0,0,1,0,0,1,2,1,5,292620
2075,0,0,2,1,0,0,1,1,1,1,2,9,292630
2076,0,1,1,1,2,1,1,1,4,2,2,16,292640
2077,1,0,0,0,2,0,1,0,4,1,0,9,292650
2078,0,3,3,2,2,2,2,1,3,1,3,22,292660
2079,1,0,1,1,1,0,0,1,0,0,0,5,292665
2080,0,2,0,0,0,1,3,2,0,1,1,10,292670
2081,2,1,0,1,0,0,1,0,0,0,0,5,292680
2082,0,0,0,1,0,0,0,1,2,0,0,4,292690
2083,0,1,2,3,3,1,3,0,3,2,2,20,292700
2084,1,0,0,0,1,0,1,0,0,0,1,4,292710
2085,1,0,2,0,1,3,0,3,1,1,2,14,292720
2086,1,0,0,1,0,2,1,0,0,1,0,6,292730
2087,13,10,63,59,65,65,67,73,101,74,68,658,292740
2088,1,1,0,0,1,0,0,1,0,1,0,5,292750
2089,0,2,0,1,0,1,0,2,0,2,1,9,292760
2090,0,2,0,0,0,0,0,0,0,2,0,4,292770
2091,0,0,0,0,0,0,0,0,0,0,1,1,292780
2092,3,0,0,1,1,2,0,0,1,0,0,8,292790
2093,0,0,0,0,0,1,0,0,0,2,0,3,292805
2094,2,1,3,1,2,3,0,1,0,1,1,15,292810
2095,0,0,1,0,0,1,0,1,1,1,2,7,292840
2096,0,0,0,0,0,1,0,1,1,0,0,3,292850
2097,1,2,2,0,0,0,2,0,2,2,1,12,292800
2098,0,0,3,0,2,3,0,2,1,3,4,18,292820
2099,0,1,0,0,0,0,0,0,0,0,0,1,292830
2100,2,2,4,0,0,3,1,2,1,0,5,20,292860
2101,4,2,2,1,0,3,1,1,4,6,4,28,292870
2102,1,3,3,1,1,1,2,0,1,1,1,15,292880
2103,0,0,0,0,0,1,0,0,0,1,1,3,292890
2104,1,1,0,0,0,1,0,0,0,0,0,3,292895
2105,1,0,0,1,3,1,1,3,2,2,2,16,292910
2106,0,0,1,0,0,1,1,0,1,2,1,7,292900
2107,1,0,0,2,0,0,0,0,0,1,2,6,292905
2108,0,0,0,2,1,0,0,3,0,0,1,7,292920
2109,0,0,2,0,3,3,2,1,0,1,2,14,292925
2110,0,0,2,1,0,1,2,0,0,1,1,8,292930
2111,0,0,1,0,0,0,0,1,1,0,0,3,292935
2112,0,0,0,0,0,1,1,2,1,1,0,6,292937
2113,1,1,0,1,1,0,0,2,0,1,0,7,292940
2114,1,0,1,1,1,5,2,1,1,4,0,17,292950
2115,2,1,0,1,0,1,0,0,0,1,1,7,292960
2116,3,1,1,0,1,3,0,0,3,2,1,15,292970
2117,0,0,0,0,0,0,0,0,2,1,0,3,292975
2118,1,0,1,1,0,2,2,0,0,0,1,8,292980
2119,3,5,1,1,1,6,2,3,4,3,2,31,292990
2120,0,0,4,1,2,0,2,1,0,0,0,10,293000
2121,0,5,1,3,6,3,4,3,4,7,4,40,293010
2122,1,0,2,5,1,0,2,0,1,2,1,15,293020
2123,2,1,0,0,1,0,1,0,1,2,2,10,293015
2124,1,1,0,0,0,3,0,0,0,0,2,7,293030
2125,0,0,1,0,1,1,0,1,0,0,0,4,293040
2126,2,1,2,2,1,2,2,1,0,2,5,20,293050
2127,1,0,0,0,0,0,2,1,0,1,1,6,293060
2128,0,2,3,2,2,0,4,3,2,5,2,25,293070
2129,0,0,0,0,0,0,0,1,1,0,0,2,293075
2130,0,2,0,0,1,0,0,1,0,2,0,6,293076
2131,1,1,0,1,2,1,2,0,0,0,0,8,293077
2132,1,0,0,0,0,0,0,2,3,1,1,8,293080
2133,0,0,1,0,1,1,0,1,0,0,1,5,293090
2134,0,2,2,1,1,1,3,1,1,0,1,13,293100
2135,1,1,0,1,0,0,0,1,0,1,3,8,293105
2136,0,0,0,0,0,1,0,0,0,0,1,2,293110
2137,2,0,0,0,1,0,1,4,0,0,0,8,293120
2138,0,0,0,2,0,0,0,0,3,0,1,6,293130
2139,4,4,5,7,4,4,6,5,2,2,2,45,293135
2140,0,1,0,0,1,0,0,0,0,0,1,3,293140
2141,3,3,0,1,0,0,0,0,0,0,1,8,293150
2142,0,0,0,1,0,0,1,0,0,0,1,3,293160
2143,1,1,0,0,2,0,2,1,0,1,0,8,293170
2144,1,0,0,0,0,0,1,0,1,1,2,6,293180
2145,0,1,2,1,2,3,2,4,0,0,1,16,293190
2146,1,0,1,1,2,1,0,0,2,1,1,10,293200
2147,0,1,1,0,0,1,0,0,0,0,2,5,293210
2148,1,3,1,0,0,2,2,0,0,1,1,11,293220
2149,0,0,0,1,0,1,1,0,0,1,0,4,293230
2150,0,2,1,0,3,0,1,4,2,1,1,15,293240
2151,0,0,0,1,1,0,0,1,0,1,1,5,293245
2152,0,0,0,0,0,0,1,1,0,1,1,4,293250
2153,3,2,1,4,0,0,1,0,3,0,2,16,293260
2154,2,0,1,0,1,0,1,1,0,0,0,6,293270
2155,0,1,0,1,5,1,0,1,1,1,0,11,293280
2156,3,4,4,4,4,2,2,4,1,2,3,33,293290
2157,1,0,1,0,0,2,0,2,1,2,0,9,293300
2158,0,0,1,1,0,1,1,1,1,1,0,7,293305
2159,0,0,0,1,0,2,0,0,0,1,0,4,293315
2160,0,0,0,0,0,0,0,0,1,0,0,1,293317
2161,2,0,3,4,0,1,2,1,1,3,0,17,293320
2162,1,1,0,0,0,0,0,0,0,1,1,4,293325
2163,9,13,11,7,18,15,11,19,20,21,15,159,293330
2164,0,0,1,0,0,1,0,0,1,0,0,3,293340
2165,0,0,0,0,1,0,0,0,3,0,2,6,293345
2166,0,1,3,1,1,0,0,1,0,0,0,7,293350
2167,0,1,1,1,1,3,0,6,2,6,5,26,293360
2168,5,2,2,0,1,2,1,1,4,1,7,26,290000
2169,0,0,1,0,3,1,0,1,2,3,1,12,310010
2170,3,3,2,4,1,4,2,3,7,3,1,33,310020
2171,0,0,0,1,1,0,1,0,1,0,3,7,310030
2172,0,0,0,0,0,0,0,0,0,1,0,1,310040
2173,0,0,1,1,0,1,0,0,0,1,0,4,310050
2174,0,0,0,0,1,0,2,0,0,3,0,6,310060
2175,0,0,1,0,0,0,0,0,0,0,0,1,310070
2176,0,0,0,0,0,0,0,0,1,0,1,2,310080
2177,0,0,0,0,1,0,0,4,0,1,2,8,310090
2178,0,0,0,0,2,1,0,1,0,0,0,4,310100
2179,1,1,0,1,0,3,3,0,0,0,1,10,310110
2180,0,0,1,0,1,1,0,1,2,0,0,6,310120
2181,0,0,0,0,0,0,0,0,1,1,1,3,310130
2182,0,0,0,1,1,0,0,0,0,0,0,2,310140
2183,0,2,1,1,1,1,0,2,0,1,2,11,310150
2184,4,5,6,7,7,8,9,3,5,14,7,75,310160
2185,0,0,0,0,0,1,0,0,1,1,1,4,310163
2186,0,1,2,0,0,1,2,0,0,0,1,7,310170
2187,0,0,0,0,0,0,0,0,0,0,1,1,310180
2188,1,2,0,0,0,2,2,2,0,0,0,9,310190
2189,4,2,0,3,3,2,1,1,4,3,3,26,310200
2190,1,1,3,0,1,0,0,0,0,0,0,6,310205
2191,0,1,2,0,1,0,0,1,0,0,0,5,315350
2192,3,3,0,0,0,2,1,2,2,2,3,18,310210
2193,0,0,1,0,1,0,0,0,0,0,0,2,310220
2194,0,1,0,0,1,2,1,2,0,0,3,10,310230
2195,0,0,1,0,1,0,0,0,0,0,2,4,310240
2196,0,0,0,0,2,0,2,0,0,0,1,5,310250
2197,3,7,5,3,7,4,3,4,4,7,8,55,310260
2198,1,4,2,0,1,0,2,1,0,0,3,14,310280
2199,1,1,0,1,0,5,4,1,0,1,0,14,310290
2200,1,0,1,1,1,1,0,0,1,0,1,7,310300
2201,0,0,0,0,0,0,1,0,0,0,0,1,310320
2202,0,1,0,0,0,0,0,0,1,0,0,2,310330
2203,0,3,1,4,1,2,3,0,1,1,0,16,310340
2204,5,12,10,8,4,17,10,6,9,2,11,94,310350
2205,1,0,0,0,0,1,0,1,0,1,1,5,310360
2206,0,0,1,0,1,1,4,2,1,2,3,15,310370
2207,0,0,0,1,1,0,0,0,0,0,0,2,310375
2208,1,0,0,0,0,1,0,0,0,0,0,2,310380
2209,1,1,0,1,1,1,1,1,0,0,1,8,310390
2210,12,5,13,15,9,8,13,9,7,7,10,108,310400
2211,3,0,0,1,2,2,1,2,0,0,1,12,310410
2212,2,2,1,4,6,2,2,4,8,6,6,43,310420
2213,0,1,0,2,5,0,2,2,1,2,2,17,310430
2214,0,0,0,0,1,0,0,1,0,1,0,3,310440
2215,2,0,0,0,0,0,0,0,0,0,1,3,310445
2216,1,3,3,1,1,0,2,2,2,1,3,19,310450
2217,0,2,0,0,0,2,1,2,1,0,2,10,310460
2218,0,0,2,0,0,0,1,1,0,0,0,4,310470
2219,2,0,1,0,0,0,0,0,1,1,0,5,310480
2220,0,1,2,1,3,3,1,4,1,1,1,18,310490
2221,0,1,0,1,0,0,0,1,0,2,1,6,310500
2222,1,4,0,6,3,2,3,3,8,6,5,41,310510
2223,0,0,0,1,0,0,0,0,0,1,0,2,310520
2224,0,0,1,1,0,1,1,1,0,2,3,10,310530
2225,0,2,1,1,1,2,2,1,1,1,2,14,310540
2226,3,0,0,0,0,0,0,0,1,0,0,4,310550
2227,11,9,7,14,17,7,13,10,11,11,8,118,310560
2228,1,0,1,0,0,0,0,0,0,1,0,3,310570
2229,1,0,4,3,2,0,2,0,1,0,0,13,310590
2230,0,0,0,0,1,0,0,0,0,1,2,4,310600
2231,0,0,2,0,1,0,0,0,0,0,0,3,310610
2232,85,130,111,132,150,121,144,143,139,166,145,1466,310620
2233,0,0,0,1,1,0,0,1,0,1,1,5,310630
